"","source","confidence","target","weight"
"180408","Runx1","B","Septin9",0.5
"180410","Runx1","B","Serinc5",0.5
"180423","Runx1","B","Sgms1",0.5
"180429","Runx1","B","Sh3bp5",0.5
"180431","Runx1","B","Sh3kbp1",0.5
"180435","Runx1","B","Sh3tc1",0.5
"180436","Runx1","B","Shank2",0.5
"180444","Runx1","B","Sil1",0.5
"180445","Runx1","B","Sipa1l1",0.5
"180446","Runx1","B","Sipa1l2",0.5
"180453","Runx1","B","Sla",0.5
"180486","Runx1","B","Slc38a1",0.5
"180490","Runx1","B","Slc39a11",0.5
"180504","Runx1","B","Slco3a1",0.5
"180508","Runx1","B","Slx4ip",0.5
"180509","Runx1","A","Smad3",1
"180515","Runx1","B","Smarca2",0.5
"180521","Runx1","B","Smg6",0.5
"180524","Runx1","B","Smyd3",0.5
"180528","Runx1","B","Snd1",0.5
"180551","Runx1","B","Spidr",0.5
"180558","Runx1","B","Spred2",0.5
"180559","Runx1","B","Sptbn1",0.5
"180561","Runx1","B","Src",0.5
"180566","Runx1","B","Ssbp2",0.5
"180582","Runx1","B","Stim1",0.5
"180583","Runx1","B","Stim2",0.5
"180590","Runx1","B","Ston2",0.5
"180613","Runx1","B","Syk",0.5
"180644","Runx1","B","Tbc1d1",0.5
"180646","Runx1","B","Tbc1d14",0.5
"180663","Runx1","B","Tbxas1",0.5
"180685","Tfap2c","B","Runx1",0.5
"180696","Runx1","B","Thada",0.5
"180704","Runx1","B","Tiam2",0.5
"180708","Runx1","B","Tle4",0.5
"180709","Runx1","B","Tlk1",0.5
"180723","Runx1","B","Tmem163",0.5
"180741","Runx1","B","Tnfsf8",0.5
"180744","Runx1","B","Tnrc18",0.5
"180755","Runx1","B","Tox2",0.5
"180763","Runx1","B","Tprg1",0.5
"180804","Runx1","B","Ttc7a",0.5
"180851","Runx1","B","Ust",0.5
"180857","Runx1","B","Vav3",0.5
"180901","Runx1","B","Xylt1",0.5
"180907","Runx1","B","Zbtb16",0.5
"180910","Runx1","B","Zbtb7c",0.5
"180919","Runx1","B","Zeb2",0.5
"180929","Runx1","B","Zmiz1",0.5
"180953","Runx1","B","Znrf1",0.5
"181135","Runx2","B","Itgbl1",0.5
"181242","Runx2","B","Psd3",0.5
"181441","Runx3","B","Ciita",0.5
"181459","Runx3","B","Cytip",0.5
"181471","Runx3","B","Dock2",0.5
"181504","Runx3","B","Fyn",0.5
"181883","Rxra","B","Cpt1a",0.5
"182042","Rxra","A","Nr1h3",1
"182069","Rxra","B","Plin2",0.5
"182090","Rxra","B","Rarb",0.5
"182140","Rxra","B","Sorbs1",0.5
"182197","Rxra","B","Ubc",0.5
"183199","Six2","B","Znf423",0.5
"183757","Smad1","B","Gdf15",0.5
"184050","Smad1","B","Zeb2",0.5
"184133","Smad3","B","Cmip",0.5
"184207","Smad3","B","Glis3",0.5
"184211","Smad3","B","Gprc5a",0.5
"184239","Smad3","B","Skt",0.5
"184267","Smad3","B","Map4k4",0.5
"184568","Smad4","B","Dip2c",0.5
"184708","Smad4","B","Pitx2",0.5
"184747","Smad4","B","Sbf2",0.5
"184767","Smad4","B","Smad6",0.5
"186100","Sox10","A","Ascl1",1
"186254","Sox10","A","Pdgfra",1
"186260","Sox10","A","Plp1",1
"186309","Sox10","A","Sox6",1
"186877","Sox13","B","Gsn",0.5
"186917","Sox13","B","Lrp5",0.5
"187119","Sox2","B","Abca13",0.5
"187125","Sox2","B","Abcc4",0.5
"187164","Sox2","B","Adamtsl1",0.5
"187170","Sox2","B","Adgrb3",0.5
"187175","Sox2","B","Adgrl2",0.5
"187176","Sox2","B","Adgrl3",0.5
"187190","Sox2","B","Aff3",0.5
"187193","Sox2","B","Agap1",0.5
"187209","Sox2","B","Akap6",0.5
"187215","Sox2","B","Alcam",0.5
"187220","Sox2","B","Alk",0.5
"187231","Sox2","B","Angpt1",0.5
"187238","Sox2","B","Anks1b",0.5
"187242","Sox2","B","Ano2",0.5
"187255","Sox2","B","Ap3b1",0.5
"187266","Sox2","B","App",0.5
"187281","Sox2","B","Arhgap24",0.5
"187282","Sox2","B","Arhgap26",0.5
"187283","Sox2","B","Arhgap32",0.5
"187296","Sox2","B","Arid5b",0.5
"187305","Sox2","B","Asap1",0.5
"187340","Sox2","B","Atrnl1",0.5
"187366","Sox2","B","Bbs9",0.5
"187386","Sox2","B","Bhlhe40",0.5
"187395","Sox2","B","Bmpr1b",0.5
"187458","Sox2","B","Cacna2d1",0.5
"187459","Sox2","B","Cacna2d3",0.5
"187471","Sox2","B","Cadps2",0.5
"187506","Sox2","B","Ccdc171",0.5
"187514","Sox2","B","Ccdc91",0.5
"187545","Sox2","B","Cdh11",0.5
"187549","Sox2","B","Cdh18",0.5
"187551","Sox2","B","Cdh2",0.5
"187562","Sox2","B","Cdk5rap2",0.5
"187565","Sox2","B","Cdkal1",0.5
"187576","Sox2","B","Cemip2",0.5
"187578","Sox2","B","Cep112",0.5
"187599","Sox2","B","Chd9",0.5
"187607","Sox2","B","Chn2",0.5
"187618","Sox2","B","Clasp1",0.5
"187619","Sox2","B","Clasp2",0.5
"187624","Sox2","B","Clic5",0.5
"187644","Sox2","B","Cntn4",0.5
"187647","Sox2","B","Cntnap2",0.5
"187654","Sox2","B","Col12a1",0.5
"187655","Sox2","B","Col14a1",0.5
"187660","Sox2","B","Col25a1",0.5
"187684","Sox2","B","Cpne4",0.5
"187697","Sox2","B","Creb5",0.5
"187709","Sox2","B","Csmd1",0.5
"187711","Sox2","B","Csmd3",0.5
"187722","Sox2","B","Ctnna2",0.5
"187724","Sox2","B","Ctnnd2",0.5
"187750","Sox2","B","Daam1",0.5
"187751","Sox2","B","Dab1",0.5
"187760","Sox2","B","Dcc",0.5
"187764","Sox2","B","Dclk2",0.5
"187778","Sox2","B","Dennd1a",0.5
"187784","Sox2","B","Dgkb",0.5
"187790","Sox2","B","Diaph3",0.5
"187794","Sox2","B","Dis3l2",0.5
"187799","Sox2","B","Dlg1",0.5
"187800","Sox2","B","Dlg2",0.5
"187802","Sox2","A","Dlgap1",1
"187810","Sox2","B","Dmd",0.5
"187827","Sox2","B","Dock10",0.5
"187829","Sox2","B","Dock4",0.5
"187839","Sox2","B","Dpp10",0.5
"187842","Sox2","B","Dpyd",0.5
"187851","Sox2","B","Dtna",0.5
"187866","Sox2","B","Ebf1",0.5
"187886","Sox2","B","Efna5",0.5
"187888","Sox2","B","Egln3",0.5
"187896","Sox2","B","Eif4g3",0.5
"187906","Sox2","B","Elmo1",0.5
"187910","Sox2","B","Elp4",0.5
"187914","Sox2","B","Emsy",0.5
"187917","Sox2","B","Enah",0.5
"187929","Sox2","B","Epb41l2",0.5
"187932","Sox2","B","Epha4",0.5
"187934","Sox2","B","Ephb1",0.5
"187942","Sox2","B","Erbb4",0.5
"187943","Sox2","B","Erc1",0.5
"187953","Sox2","B","Esrrg",0.5
"187958","Sox2","B","Etv1",0.5
"187961","Sox2","B","Etv6",0.5
"187965","Sox2","B","Exoc4",0.5
"187966","Sox2","B","Exoc6b",0.5
"187968","Sox2","B","Ext1",0.5
"187981","Sox2","B","Fam13a",0.5
"187987","Sox2","B","Fam172a",0.5
"188033","Sox2","B","Fgd4",0.5
"188041","Sox2","B","Fggy",0.5
"188045","Sox2","B","Fhod3",0.5
"188049","Sox2","B","Filip1l",0.5
"188064","Sox2","B","Fndc3b",0.5
"188077","Sox2","B","Frmd4a",0.5
"188199","Sox2","B","Gria1",0.5
"188203","Sox2","B","Grik2",0.5
"188228","Sox2","B","Gtdc1",0.5
"188242","Sox2","B","Hdac4",0.5
"188243","Sox2","B","Hdac9",0.5
"188257","Sox2","B","Hivep2",0.5
"188258","Sox2","B","Hivep3",0.5
"188262","Sox2","B","Hmcn1",0.5
"188324","Sox2","B","Immp2l",0.5
"188328","Sox2","B","Inpp4b",0.5
"188342","Sox2","B","Iqch",0.5
"188362","Sox2","B","Itpr2",0.5
"188373","Sox2","B","Jmjd1c",0.5
"188376","Sox2","B","Kalrn",0.5
"188395","Sox2","B","Kcnip4",0.5
"188404","Sox2","B","Kcnmb2",0.5
"188418","Sox2","B","Kdm4c",0.5
"188467","Sox2","B","Large1",0.5
"188478","Sox2","B","Ldb2",0.5
"188514","Sox2","B","Lpp",0.5
"188515","Sox2","B","Lrba",0.5
"188517","Sox2","B","Lrig1",0.5
"188520","Sox2","B","Lrp1b",0.5
"188547","Sox2","B","Macrod2",0.5
"188552","Sox2","B","Magi1",0.5
"188553","Sox2","B","Magi2",0.5
"188556","Sox2","B","Maml2",0.5
"188562","Sox2","B","Map1b",0.5
"188576","Sox2","B","Mapk10",0.5
"188592","Sox2","B","Mbd5",0.5
"188598","Sox2","B","Mcc",0.5
"188601","Sox2","B","Mctp1",0.5
"188609","Sox2","B","Mecom",0.5
"188617","Sox2","B","Megf10",0.5
"188651","Sox2","B","Mmrn1",0.5
"188676","Sox2","B","Msi2",0.5
"188702","Sox2","B","Myo10",0.5
"188724","Sox2","B","Nav2",0.5
"188725","Sox2","B","Nav3",0.5
"188728","Sox2","B","Nbea",0.5
"188789","Sox2","B","Nlgn1",0.5
"188805","Sox2","B","Npas3",0.5
"188829","Sox2","B","Nrp2",0.5
"188830","Sox2","B","Nrxn1",0.5
"188831","Sox2","B","Nrxn3",0.5
"188839","Sox2","B","Ntm",0.5
"188841","Sox2","B","Ntng1",0.5
"188859","Sox2","B","Ola1",0.5
"188883","Sox2","B","Pacrg",0.5
"188891","Sox2","B","Palld",0.5
"188893","Sox2","B","Pam",0.5
"188901","Sox2","B","Pard3b",0.5
"188915","Sox2","B","Pbx3",0.5
"188925","Sox2","B","Pclo",0.5
"188938","Sox2","B","Pde4d",0.5
"188947","Sox2","B","Pdlim5",0.5
"188962","Sox2","B","Phactr1",0.5
"188973","Sox2","B","Phlpp1",0.5
"188977","Sox2","B","Piezo2",0.5
"188999","Sox2","B","Plcb1",0.5
"189000","Sox2","B","Plcb4",0.5
"189003","Sox2","B","Plcl1",0.5
"189016","Sox2","B","Plxna2",0.5
"189022","Sox2","B","Pmp2",0.5
"189035","Sox2","B","Polr3b",0.5
"189042","Sox2","B","Ppargc1a",0.5
"189064","Sox2","B","Prdm5",0.5
"189080","Sox2","B","Prkg1",0.5
"189091","Sox2","B","Prr16",0.5
"189099","Sox2","B","Prune2",0.5
"189121","Sox2","B","Ptprd",0.5
"189123","Sox2","B","Ptprm",0.5
"189151","Sox2","B","Rabgap1l",0.5
"189155","Sox2","B","Rad51b",0.5
"189160","Sox2","B","Ralgapa2",0.5
"189166","Sox2","B","Ranbp17",0.5
"189190","Sox2","B","Rbms3",0.5
"189201","Sox2","B","Rere",0.5
"189241","Sox2","B","Robo1",0.5
"189244","Sox2","B","Rorb",0.5
"189257","Sox2","B","Rps6kc1",0.5
"189278","Sox2","B","Runx1",0.5
"189285","Sox2","B","Ryr2",0.5
"189286","Sox2","B","Ryr3",0.5
"189293","Sox2","B","Samd12",0.5
"189296","Sox2","B","Sbf2",0.5
"189313","Sox2","B","Sdc2",0.5
"189315","Sox2","B","Sdk1",0.5
"189324","Sox2","B","Sema3a",0.5
"189325","Sox2","B","Sema3c",0.5
"189326","Sox2","B","Sema3d",0.5
"189370","Sox2","B","Shank2",0.5
"189386","Sox2","B","Sipa1l2",0.5
"189388","Sox2","B","Skap2",0.5
"189406","Sox2","B","Slc22a23",0.5
"189445","Sox2","B","Slc44a3",0.5
"189459","Sox2","B","Slc8a1",0.5
"189462","Sox2","B","Slco3a1",0.5
"189466","Sox2","B","Slit3",0.5
"189507","Sox2","B","Sorbs1",0.5
"189508","Sox2","B","Sorbs2",0.5
"189513","Sox2","B","Sox5",0.5
"189514","Sox2","B","Sox6",0.5
"189518","Sox2","B","Spag9",0.5
"189529","Sox2","B","Spock1",0.5
"189613","Sox2","B","Syt1",0.5
"189652","Sox2","B","Tbck",0.5
"189669","Sox2","B","Tead1",0.5
"189674","Sox2","B","Tenm4",0.5
"189693","Sox2","B","Thada",0.5
"189698","Sox2","B","Thsd7a",0.5
"189699","Sox2","B","Thsd7b",0.5
"189710","Sox2","B","Tle4",0.5
"189711","Sox2","B","Tlk1",0.5
"189749","Sox2","B","Tmtc2",0.5
"189770","Sox2","B","Tns3",0.5
"189788","Sox2","B","Trappc9",0.5
"189794","Sox2","B","Trim2",0.5
"189800","Sox2","B","Trio",0.5
"189802","Sox2","B","Trip12",0.5
"189804","Sox2","B","Trpc4",0.5
"189827","Sox2","B","Ttc28",0.5
"189897","Sox2","B","Vgll4",0.5
"189900","Sox2","B","Vmp1",0.5
"189901","Sox2","B","Vps13b",0.5
"189919","Sox2","B","Wdfy3",0.5
"189945","Sox2","B","Xpr1",0.5
"189960","Sox2","B","Zbtb20",0.5
"189970","Sox2","B","Zcchc7",0.5
"189983","Sox2","B","Zeb2",0.5
"189984","Sox2","B","Zfand3",0.5
"189988","Sox2","B","Zfpm2",0.5
"189996","Sox2","B","Zmiz1",0.5
"190006","Sox2","B","Znf385b",0.5
"190007","Sox2","B","Zfp407",0.5
"190014","Sox2","B","Znf536",0.5
"190121","Sox6","B","Cped1",0.5
"190387","Tal1","B","Sox6",0.5
"190446","Sox8","A","Cldn23",1
"190951","Sp1","A","Cdkn2d",1
"190969","Sp1","B","Cps1",0.5
"191064","Sp1","B","Hook2",0.5
"191083","Sp1","B","Itgb1",0.5
"191088","Sp1","B","Jup",0.5
"191091","Sp1","B","Kcnma1",0.5
"191139","Sp1","B","Mxi1",0.5
"191231","Sp1","B","Runx1",0.5
"191273","Sp1","B","Tbc1d14",0.5
"191291","Sp1","A","Tnnc1",1
"191482","Sp2","B","Rfx1",0.5
"191556","Sp2","B","Zfp213",0.5
"191570","Sp3","A","Cdkn2d",1
"191598","Spi1","B","Aak1",0.5
"191599","Spi1","B","Q6PIU9",0.5
"191649","Spi1","B","Adap2",0.5
"191652","Spi1","B","Adcy7",0.5
"191656","Spi1","B","Add3",0.5
"191671","Spi1","B","Adrb2",0.5
"191688","Spi1","B","Ahcyl2",0.5
"191692","Spi1","B","Aif1",0.5
"191697","Spi1","B","Ak5",0.5
"191700","Spi1","B","Akap13",0.5
"191711","Spi1","B","Alox5ap",0.5
"191714","Spi1","B","Ampd3",0.5
"191720","Spi1","B","Ank3",0.5
"191723","Spi1","B","Ankrd11",0.5
"191730","Spi1","B","Ano10",0.5
"191739","Spi1","A","Apbb1ip",1
"191748","Spi1","B","Arap1",0.5
"191759","Spi1","B","Arhgap15",0.5
"191762","Spi1","B","Arhgap22",0.5
"191763","Spi1","B","Arhgap24",0.5
"191764","Spi1","B","Arhgap25",0.5
"191765","Spi1","B","Arhgap26",0.5
"191774","Spi1","B","Arhgef3",0.5
"191784","Spi1","B","Arid5b",0.5
"191793","Spi1","B","Bmal1",0.5
"191804","Spi1","B","Asap1",0.5
"191839","Spi1","B","Atp6v0d1",0.5
"191853","Spi1","B","Atxn1",0.5
"191863","Spi1","A","B2m",1
"191878","Spi1","B","Baz2b",0.5
"191884","Spi1","B","Bcar3",0.5
"191887","Spi1","B","Bcl2a1",0.5
"191889","Spi1","B","Bcor",0.5
"191950","Spi1","B","Camk2d",0.5
"191958","Spi1","B","Cap1",0.5
"191960","Spi1","B","Capzb",0.5
"191971","Spi1","B","Cblb",0.5
"191978","Spi1","B","Ccdc88c",0.5
"191991","Spi1","B","Cd180",0.5
"191999","Spi1","B","Cd37",0.5
"192002","Spi1","A","Cd47",1
"192004","Spi1","A","Cd53",1
"192008","Spi1","B","Cd82",0.5
"192009","Spi1","B","Cd84",0.5
"192017","Spi1","B","Cdc42ep3",0.5
"192029","Spi1","B","Cdk5rap2",0.5
"192033","Spi1","B","Cdyl",0.5
"192038","Spi1","B","Cemip2",0.5
"192067","Spi1","B","Chd9",0.5
"192073","Spi1","B","Chn2",0.5
"192078","Spi1","B","Chst11",0.5
"192079","Spi1","B","Chst15",0.5
"192096","Spi1","B","Cmklr1",0.5
"192119","Spi1","B","Colgalt2",0.5
"192126","Spi1","B","Coro1a",0.5
"192127","Spi1","B","Coro1c",0.5
"192146","Spi1","B","Creb1",0.5
"192148","Spi1","B","Creb5",0.5
"192149","Spi1","A","Crebbp",1
"192170","Spi1","B","Ctif",0.5
"192181","Spi1","B","Cuedc1",0.5
"192184","Spi1","B","Cux2",0.5
"192187","Spi1","A","Cxcr2",1
"192199","Spi1","B","Cyria",0.5
"192200","Spi1","B","Cyrib",0.5
"192202","Spi1","B","Cyth1",0.5
"192203","Spi1","B","Cyth4",0.5
"192204","Spi1","B","Cytip",0.5
"192205","Spi1","B","Daam1",0.5
"192212","Spi1","B","Dapk1",0.5
"192243","Spi1","B","Dennd3",0.5
"192253","Spi1","B","Dgkg",0.5
"192258","Spi1","B","Dhrs9",0.5
"192281","Spi1","B","Dmxl2",0.5
"192288","Spi1","B","Dnajb12",0.5
"192297","Spi1","B","Dnm2",0.5
"192302","Spi1","B","Dock10",0.5
"192304","Spi1","B","Dock2",0.5
"192306","Spi1","B","Dock4",0.5
"192317","Spi1","B","Dpysl2",0.5
"192324","Spi1","B","Dtnb",0.5
"192328","Spi1","B","Dusp10",0.5
"192329","Spi1","B","Dusp22",0.5
"192343","Spi1","B","Ece1",0.5
"192355","Spi1","B","Egln3",0.5
"192358","Spi1","B","Ehmt1",0.5
"192367","Spi1","B","Eif4g3",0.5
"192373","Spi1","B","Elmo1",0.5
"192391","Spi1","B","Entpd1",0.5
"192395","Spi1","B","Epb41l1",0.5
"192407","Spi1","B","Erc1",0.5
"192411","Spi1","A","Erg",1
"192420","Spi1","B","Etv6",0.5
"192421","Spi1","B","Evi2b",0.5
"192425","Spi1","B","Exoc4",0.5
"192442","Spi1","B","Fam13a",0.5
"192467","Spi1","B","Fbxw11",0.5
"192469","Spi1","B","Fcgr2",0.5
"192470","Spi1","B","Fchsd2",0.5
"192474","Spi1","B","Fgd2",0.5
"192479","Spi1","B","Fggy",0.5
"192482","Spi1","B","Fhit",0.5
"192485","Spi1","B","Filip1l",0.5
"192493","Spi1","A","Flii",1
"192494","Spi1","B","Flnb",0.5
"192496","Spi1","B","Flt1",0.5
"192498","Spi1","B","Fnbp1",0.5
"192502","Spi1","B","Fndc3b",0.5
"192509","Spi1","B","Foxn3",0.5
"192512","Spi1","A","Fpr1",-1
"192515","Spi1","B","Frmd4b",0.5
"192520","Spi1","B","Fto",0.5
"192527","Spi1","B","Fyb1",0.5
"192529","Spi1","B","Fyn",0.5
"192538","Spi1","B","Galnt10",0.5
"192539","Spi1","B","Galnt2",0.5
"192545","Spi1","B","Gatad2a",0.5
"192556","Spi1","B","Gfod1",0.5
"192582","Spi1","B","Gnaq",0.5
"192632","Spi1","B","Gsap",0.5
"192643","Spi1","B","Gtdc1",0.5
"192663","Spi1","B","Hdac4",0.5
"192665","Spi1","B","Hdac9",0.5
"192672","Spi1","B","Herc1",0.5
"192688","Spi1","B","Hip1",0.5
"192693","Spi1","B","Hivep3",0.5
"192713","Spi1","B","Hpcal1",0.5
"192736","Spi1","B","Ier5",0.5
"192743","Spi1","B","Igf1r",0.5
"192745","Spi1","B","Igf2r",0.5
"192755","Spi1","B","Il16",0.5
"192764","Spi1","A","Il5ra",1
"192770","Spi1","B","Inpp4a",0.5
"192772","Spi1","B","Inpp5a",0.5
"192774","Spi1","B","Inpp5d",0.5
"192777","Spi1","B","Ipcef1",0.5
"192785","Spi1","B","Iqgap2",0.5
"192786","Spi1","B","Iqsec1",0.5
"192791","Spi1","B","Irf5",0.5
"192805","Spi1","A","Itgb1",1
"192810","Spi1","B","Itpkb",0.5
"192811","Spi1","B","Itpr1",0.5
"192812","Spi1","B","Itpr2",0.5
"192817","Spi1","B","Jarid2",0.5
"192818","Spi1","B","Jmjd1c",0.5
"192832","Spi1","A","Kcnma1",1
"192842","Spi1","B","Kdm4c",0.5
"192852","Spi1","B","Q3UE31",0.5
"192857","Spi1","B","Kif18b",0.5
"192870","Spi1","B","Klf9",0.5
"192878","Spi1","B","Kmo",0.5
"192899","Spi1","B","Lcp1",0.5
"192900","Spi1","A","Lcp2",1
"192904","Spi1","B","Ldlrad4",0.5
"192909","Spi1","B","Lhfpl2",0.5
"192911","Spi1","B","Lhpp",0.5
"192915","Spi1","B","Lims1",0.5
"192933","Spi1","B","Lpp",0.5
"192936","Spi1","B","Lrch1",0.5
"192945","Spi1","B","Lrrfip1",0.5
"192957","Spi1","B","Lyn",0.5
"192986","Spi1","B","Map3k5",0.5
"192992","Spi1","B","Map4k4",0.5
"192999","Spi1","B","Mapkapk2",0.5
"193003","Spi1","B","Marchf1",0.5
"193004","Spi1","B","Marchf3",0.5
"193016","Spi1","B","Mbnl1",0.5
"193022","Spi1","A","Mcm3ap",1
"193025","Spi1","B","Mctp1",0.5
"193026","Spi1","B","Mctp2",0.5
"193041","Spi1","B","Mef2c",0.5
"193058","Spi1","B","Mgat5",0.5
"193059","Spi1","B","Mgll",0.5
"193102","Spi1","B","Mrtfa",0.5
"193120","Spi1","B","Mtss1",0.5
"193125","Spi1","B","Mycbp2",0.5
"193128","Spi1","B","Myh9",0.5
"193134","Spi1","B","Myo1b",0.5
"193140","Spi1","B","Myof",0.5
"193157","Spi1","B","Nbas",0.5
"193160","Spi1","B","Ncald",0.5
"193167","Spi1","B","Nckap1l",0.5
"193169","Spi1","B","Ncoa1",0.5
"193172","Spi1","B","Ncor2",0.5
"193183","Spi1","B","Nedd9",0.5
"193187","Spi1","B","Nek7",0.5
"193200","Spi1","B","Nfkb1",0.5
"193206","Spi1","B","Niban1",0.5
"193218","Spi1","B","Nod2",0.5
"193228","Spi1","B","Nrcam",0.5
"193235","Spi1","B","Nrxn2",0.5
"193241","Spi1","B","Nsmce2",0.5
"193259","Spi1","B","Nup210",0.5
"193287","Spi1","B","Osbpl3",0.5
"193300","Spi1","B","Pacsin2",0.5
"193307","Spi1","B","Pam",0.5
"193331","Spi1","B","Pcnx2",0.5
"193338","Spi1","B","Pde4d",0.5
"193341","Spi1","B","Pde8a",0.5
"193346","Spi1","A","Pdgfrb",1
"193370","Spi1","B","Phactr1",0.5
"193371","Spi1","B","Phactr2",0.5
"193374","Spi1","B","Phc2",0.5
"193380","Spi1","B","Phlpp1",0.5
"193382","Spi1","B","Phtf2",0.5
"193385","Spi1","B","Picalm",0.5
"193398","Spi1","B","Pik3cg",0.5
"193399","Spi1","B","Pik3r1",0.5
"193401","Spi1","B","Pik3r5",0.5
"193413","Spi1","B","Pla2g4a",0.5
"193419","Spi1","B","Plcb1",0.5
"193421","Spi1","B","Plcg2",0.5
"193423","Spi1","B","Plcl1",0.5
"193424","Spi1","B","Plcl2",0.5
"193426","Spi1","B","Plekha2",0.5
"193434","Spi1","B","Plxna2",0.5
"193435","Spi1","B","Plxnc1",0.5
"193446","Spi1","B","Pold4",0.5
"193456","Spi1","B","Ppcdc",0.5
"193458","Spi1","B","Ppfibp2",0.5
"193459","Spi1","B","Ppib",0.5
"193463","Spi1","B","Ppm1h",0.5
"193475","Spi1","B","Ppp3ca",0.5
"193496","Spi1","B","Prkag2",0.5
"193500","Spi1","B","Prkcb",0.5
"193502","Spi1","B","Prkce",0.5
"193503","Spi1","B","Prkch",0.5
"193520","Spi1","B","Prr5l",0.5
"193525","Spi1","B","Psd4",0.5
"193530","Spi1","B","Psmb3",0.5
"193542","Spi1","B","Ptk2",0.5
"193543","Spi1","B","Ptk2b",0.5
"193551","Spi1","A","Ptpre",1
"193553","Spi1","B","Ptprj",0.5
"193578","Spi1","B","Rab31",0.5
"193588","Spi1","B","Rabgap1l",0.5
"193591","Spi1","B","Rad51b",0.5
"193604","Spi1","B","Rap1gap2",0.5
"193606","Spi1","B","Rapgef1",0.5
"193612","Spi1","B","Rasa3",0.5
"193618","Spi1","B","Rassf2",0.5
"193623","Spi1","B","Rbm47",0.5
"193625","Spi1","B","Rbms1",0.5
"193630","Spi1","B","Rcan1",0.5
"193639","Spi1","A","Rel",1
"193643","Spi1","B","Rere",0.5
"193651","Spi1","B","Rftn1",0.5
"193652","Spi1","B","Rfx3",0.5
"193657","Spi1","B","Rgs12",0.5
"193671","Spi1","B","Rin3",0.5
"193718","Spi1","B","Rps6ka1",0.5
"193719","Spi1","B","Rps6ka2",0.5
"193727","Spi1","B","Rreb1",0.5
"193741","Spi1","B","Rtn4",0.5
"193759","Spi1","B","Samd4a",0.5
"193760","Spi1","B","Samsn1",0.5
"193784","Spi1","B","Sec14l1",0.5
"193791","Spi1","B","Sema4d",0.5
"193800","Spi1","B","Septin9",0.5
"193822","Spi1","B","Sgms1",0.5
"193826","Spi1","B","Sh3bp2",0.5
"193828","Spi1","B","Sh3bp5",0.5
"193840","Spi1","B","Sik3",0.5
"193841","Spi1","B","Sil1",0.5
"193843","Spi1","B","Sipa1l1",0.5
"193845","Spi1","B","Sipa1l3",0.5
"193899","Spi1","B","Slc6a6",0.5
"193905","Spi1","B","Slc8a1",0.5
"193906","Spi1","B","Slc9a1",0.5
"193909","Spi1","B","Slco3a1",0.5
"193913","Spi1","B","Smad2",0.5
"193914","Spi1","B","Smad3",0.5
"193927","Spi1","B","Smyd3",0.5
"193931","Spi1","B","Snd1",0.5
"193934","Spi1","B","Snx10",0.5
"193946","Spi1","B","Sorl1",0.5
"193953","Spi1","B","Spag9",0.5
"193957","Spi1","B","Spats2l",0.5
"193963","Spi1","B","Spidr",0.5
"193969","Spi1","B","Spred2",0.5
"193970","Spi1","B","Sptbn1",0.5
"193989","Spi1","B","St14",0.5
"193994","Spi1","B","St6gal1",0.5
"193995","Spi1","B","St8sia1",0.5
"194001","Spi1","B","Stard13",0.5
"194006","Spi1","B","Stim1",0.5
"194007","Spi1","B","Stk10",0.5
"194035","Spi1","B","Svil",0.5
"194038","Spi1","B","Syne1",0.5
"194039","Spi1","B","Synj2",0.5
"194042","Spi1","B","Tacc1",0.5
"194046","Spi1","B","Taok3",0.5
"194049","Spi1","B","Tbc1d1",0.5
"194059","Spi1","B","Tbc1d5",0.5
"194064","Spi1","B","Tbl1xr1",0.5
"194065","Spi1","A","Tbxas1",1
"194067","Spi1","B","Tcf12",0.5
"194068","Spi1","B","Tcf4",0.5
"194069","Spi1","B","Tcf7l2",0.5
"194092","Spi1","B","Thada",0.5
"194099","Spi1","B","Tiam2",0.5
"194106","Spi1","B","Tle3",0.5
"194107","Spi1","B","Tle4",0.5
"194108","Spi1","B","Tlk1",0.5
"194123","Spi1","B","Tmem131",0.5
"194124","Spi1","B","Tmem131l",0.5
"194127","Spi1","B","Tmem163",0.5
"194151","Spi1","B","Tnfaip8",0.5
"194164","Spi1","B","Tnrc6b",0.5
"194165","Spi1","B","Tns1",0.5
"194166","Spi1","B","Tns3",0.5
"194179","Spi1","B","Trak1",0.5
"194183","Spi1","B","Trappc9",0.5
"194194","Spi1","B","Trio",0.5
"194205","Spi1","B","Tspan14",0.5
"194229","Spi1","B","Ube2e1",0.5
"194239","Spi1","B","Ucp2",0.5
"194249","Spi1","B","Usp10",0.5
"194260","Spi1","B","Ust",0.5
"194263","Spi1","B","Uvrag",0.5
"194269","Spi1","B","Vav3",0.5
"194270","Spi1","B","Vcl",0.5
"194273","Spi1","A","Vip",1
"194279","Spi1","B","Vps13b",0.5
"194310","Spi1","B","Wipf1",0.5
"194314","Spi1","B","Wnk1",0.5
"194326","Spi1","B","Xylt1",0.5
"194336","Spi1","B","Zbtb16",0.5
"194338","Spi1","B","Zbtb20",0.5
"194353","Spi1","B","Zdhhc14",0.5
"194358","Spi1","B","Zeb2",0.5
"194371","Spi1","B","Zmiz1",0.5
"194378","Spi1","B","Znf365",0.5
"194573","Spib","B","Klhl6",0.5
"194801","Srebf1","B","Arfip2",0.5
"194968","Srebf1","B","Mid1ip1",0.5
"195281","Srebf2","B","Dnm2",0.5
"195286","Srebf2","B","Dpp9",0.5
